address,code,Latitude,Longitude
Санкт-Петербург Богатырский пр 29к1 п1,Код: 185в1645,60.002697, 30.248665
Санкт-Петербург Богатырский пр 29к1 п3,Код: 185в1645,60.002827, 30.247668
Санкт-Петербург Богатырский пр 34к2 п2,Код: 77335,60.001910, 30.239574
Санкт-Петербург Богатырский пр 39к2 п2,Код: в119вв,60.004618, 30.239377
Санкт-Петербург Богатырский пр 45к1 п2,Код: в116вв,60.005365, 30.231561
Санкт-Петербург Богатырский пр 45с1 п1,Код: в70вв,60.004991, 30.231391
Санкт-Петербург Богатырский пр 48к1,Код: 690,60.003867, 30.221347
Санкт-Петербург Богатырский пр 48к1 п2,Код: 34470,60.003889, 30.221141
Санкт-Петербург Богатырский пр 48к2,Код: 799,60.003781, 30.219425
Санкт-Петербург Богатырский пр 49к1,Код: *311#,60.005940, 30.223575
Санкт-Петербург Богатырский пр 4,Арка: #4,59.999359, 30.291084
Санкт-Петербург Богатырский пр 51к1 п6,Код: 3917,60.006620, 30.218194
Санкт-Петербург Богатырский пр 51к1,Код: в1945 110в,60.006444, 30.219371
Санкт-Петербург Богатырский пр 51к1 п1,Код: 110в1945 110в1945,60.006327, 30.220898
Санкт-Петербург Богатырский пр 53к1,Код: 192вв,60.006876, 30.216461
Санкт-Петербург Богатырский пр 58к2,Код: 20200,60.006183, 30.205528
Санкт-Петербург Богатырский пр 58к5 п1,Код: #34 #34,60.005198, 30.205798
Санкт-Петербург Богатырский пр 7к2,Код: в110в1254,60.000348, 30.288371
Санкт-Петербург Богатырский пр 9,Код: в167вв,59.999422, 30.280322
Санкт-Петербург Богословская ул 6к2,Код: в72в,59.985611, 30.379343
Санкт-Петербург Болотная ул 16 п1,Код: в#1,60.002121, 30.353822
Санкт-Петербург Большая Десятинная ул 20к1 п1,Код: 7в394,60.033746, 30.300273
Санкт-Петербург Большая Зеленина ул 1/44,Арка: 98220в Код: 98220,59.959588, 30.295809
Санкт-Петербург Большая Зеленина ул 11/1,Арка: *7586#,59.960552, 30.293904
Санкт-Петербург Большая Зеленина ул 13 п3,Код: #0003,59.961588, 30.292494
Санкт-Петербург Большая Зеленина ул 13 п5,Код: #0005,59.961746, 30.292826
Санкт-Петербург Большая Зеленина ул 2,Код: 98220в,59.959305, 30.295584
Санкт-Петербург Большая Зеленина ул 26б п3,Код: #9999,59.963656, 30.286287
Санкт-Петербург Большая Зеленина ул 31/1 п1,Код: 4987143,59.964345, 30.286116
Санкт-Петербург Большая Зеленина ул 32,Код: 25505в,59.964764, 30.284391
Санкт-Петербург Большая Зеленина ул 33 п3,Код: *#423,59.964620, 30.285442
Санкт-Петербург Большая Конюшенная ул 1,Код: #2108,59.941029, 30.324151
Санкт-Петербург Большая Конюшенная ул 1 п10,Код: #2108,59.941123, 30.323324
Санкт-Петербург Большая Конюшенная ул 1 п3,Код: 7911в,59.941304, 30.324025
Санкт-Петербург Большая Конюшенная ул 11 п4,Код: в8300в,59.939685, 30.323549
Санкт-Петербург Большая Конюшенная ул 11б,Арка: в8300в,59.939735, 30.322731
Санкт-Петербург Большая Конюшенная ул 13,Арка: 1378#,59.939352, 30.323324
Санкт-Петербург Большая Конюшенная ул 15,Арка: #4567 Код: #2013,59.938996, 30.323135
Санкт-Петербург Большая Конюшенная ул 15Б п1,Код: #2013 в2013в45672009в,59.938915, 30.322049
Санкт-Петербург Большая Конюшенная ул 19/8,Код: 02945в,59.938631, 30.323037
Санкт-Петербург Большая Конюшенная ул 21-23 п2,Арка: 2568 Код: 358 Код: 22188в,59.937941, 30.322156
Санкт-Петербург Большая Конюшенная ул 29 п1,Код: 7,59.936688, 30.322102
Санкт-Петербург Большая Конюшенная ул 4-6,Арка: *46808# Код: *#1980,59.938013, 30.323630
Санкт-Петербург Большая Конюшенная ул 4-6-8Б п1,Код: *46808#,59.938815, 30.324079
Санкт-Петербург Большая Конюшенная ул 5,Код: 5002вв,59.940389, 30.323818
Санкт-Петербург Большая Конюшенная ул 5 п1,Арка: 5858,59.940321, 30.323971
Санкт-Петербург Большая Конюшенная ул 5к5,Арка: 748в Код: 748,59.940389, 30.323818
Санкт-Петербург Большая Конюшенная ул 8,Код: 09876в,59.937955, 30.323621
Санкт-Петербург Большая Монетная ул 11,Код: 77129в 77129,59.961016, 30.315823
Санкт-Петербург Большая Монетная ул 22 п4,Код: 55в,59.963282, 30.323064
Санкт-Петербург Большая Монетная ул 24 п1,Код: 8*,59.962895, 30.323944
Санкт-Петербург Большая Монетная ул 29,Код: 58638,59.962922, 30.325893
Санкт-Петербург Большая Монетная ул 29 п4,Код: #846, 59.962841, 30.325947
Санкт-Петербург Большая Морская ул 21,Арка: #0001 Код: *3239#,59.934632, 30.314314
Санкт-Петербург Большая Морская ул 21 п3,Арка: #0001 Код: *2230#,59.934822, 30.314045
Санкт-Петербург Большая Морская ул 33,Код: #204 67в890,59.933438, 30.310873
Санкт-Петербург Большая Морская ул 36 п1,Код: #1974,59.933316, 30.311583
Санкт-Петербург Большая Морская ул 49 п1,Арка: #423 Код: #423,59.931891, 30.304424
Санкт-Петербург Большая Морская ул 53/8 п1,Арка: 5380,59.931553, 30.302852
Санкт-Петербург Большая Морская ул 56,Арка: *#4230,59.931233, 30.303633
Санкт-Петербург Большая Морская ул 6 п7,Код: в3в5438в,59.937229, 30.319111
Санкт-Петербург Большая Морская ул 65 п1,Код: #4789,59.930354, 30.297911
Санкт-Петербург Большая Морская ул 7 п1,Код: 22в222,59.936602, 30.317045
Санкт-Петербург Большая Морская ул 9,Код: в41в4141,59.936066, 30.317009
Санкт-Петербург Большая Морская ул 9 п1,Код: в41в4141 в41в4141,59.936066, 30.317009
Санкт-Петербург Большая Московская ул 13,Код: 03690в, 59.925610, 30.345692
Санкт-Петербург Большая Московская ул 4,Арка: 3715# Код: в2648,59.927067, 30.348046
Санкт-Петербург Большая Московская ул 4 п3,Код: в49в2696,59.927013, 30.348270
Санкт-Петербург Большая Московская ул 4Б,Арка: 4896# Код: в21в3521 9126#,59.927062, 30.348827
Санкт-Петербург Большая Московская ул 6,Код: #1853,59.926769, 30.347983
Санкт-Петербург Большая Московская ул 6 п2,Арка: 1853#,59.926855, 30.348288
Санкт-Петербург Большая Подьяческая ул 10 п1,Код: #2009,59.925376, 30.305897
Санкт-Петербург Большая Подьяческая ул 16 п2,Арка: *1973#в Код: 37,59.924812, 30.305762
Санкт-Петербург Большая Подьяческая ул 21,Код: 50,59.923861, 30.305169
Санкт-Петербург Большая Подьяческая ул 22,Код: 381,59.923216, 30.305708
Санкт-Петербург Большая Подьяческая ул 22 п1,Код: 67в890,59.923090, 30.305825
Санкт-Петербург Большая Подьяческая ул 23 п1,Код: 12в345,59.923631, 30.305295
Санкт-Петербург Большая Подьяческая ул 29 п1,Код: *#0971,59.922792, 30.305007
Санкт-Петербург Большая Подьяческая ул 32,Арка: 4789#,59.920334, 30.305520
Санкт-Петербург Большая Подьяческая ул 36,Арка: #555,59.919599, 30.305511
Санкт-Петербург Большая Подьяческая ул 6 п1,Код: #4230,59.925926, 30.305681
Санкт-Петербург Большая Подьяческая ул 7б,Код: #0625,59.925750, 30.305277
Санкт-Петербург Большая Подьяческая ул 9,Код: 19в790,59.925556, 30.305259
Санкт-Петербург Большая Пороховская ул 35,Код: 238в,59.952601, 30.420935
Санкт-Петербург Большая Пороховская ул 35 п1,Код: 238,59.952624, 30.420800
Санкт-Петербург Большая Пороховская ул 37к1 п3,Код: #9822,59.952979, 30.422831
Санкт-Петербург Большая Пороховская ул 41,Код: #2222,59.952997, 30.425624
Санкт-Петербург Большая Пороховская ул 41 п5,Код: *#4230 #4230,59.953052, 30.426603
Санкт-Петербург Большая Пороховская ул 44к3 п3,Код: в11в5702,59.956079, 30.429595
Санкт-Петербург Большая Пороховская ул 54к1 п7,Код: 178,59.953389, 30.433952
Санкт-Петербург Большая Пороховская ул 54к2 п2,Код: в110в1254,59.953944, 30.433440
Санкт-Петербург Большая Посадская ул 5,Арка: #1834,59.958314, 30.323665
Санкт-Петербург Большая Посадская ул 9/5 п1,Код: в12в4633 #969,59.959309, 30.326962
Санкт-Петербург Большая Посадская ул 9/5 п11,Код: 12в345 #969,59.959498, 30.327537
Санкт-Петербург Большая Посадская ул 9/5Б п11,Код: 12в345,59.959264, 30.327753
Санкт-Петербург Большая Пушкарская ул 11,Код: #1945,59.956174, 30.299716
Санкт-Петербург Большая Пушкарская ул 11 п3,Код: 31,59.956214, 30.299986
Санкт-Петербург Большая Пушкарская ул 11 п4,Код: #1945,59.956088, 30.299761
Санкт-Петербург Большая Пушкарская ул 29 п4,Код: 25808,59.960120, 30.306337
Санкт-Петербург Большая Пушкарская ул 3 п1,Код: 12в345,59.954795, 30.297525
Санкт-Петербург Большая Пушкарская ул 30 п2,Код: #3698,59.959724, 30.304280
Санкт-Петербург Большая Пушкарская ул 34Б п7,Код: в100в7273,59.960399, 30.305322
Санкт-Петербург Большая Пушкарская ул 37 п2,Код: #423#,59.962588, 30.310074
Санкт-Петербург Большая Пушкарская ул 37 п20,Код: #423#,59.962260, 30.311691
Санкт-Петербург Большая Пушкарская ул 37 п5,Код: #1234,59.962390, 30.311197
Санкт-Петербург Большая Пушкарская ул 44,Код: 92716# #8436,59.961417, 30.307496
Санкт-Петербург Большая Пушкарская ул 44 п1,Код: #8436,59.961512, 30.307469
Санкт-Петербург Большая Пушкарская ул 44 п2,Код: 57912#,59.961426, 30.307325
Санкт-Петербург Большая Пушкарская ул 44 п3,Код: 92716#,59.961557, 30.307038
Санкт-Петербург Большая Пушкарская ул 54 п1,Код: *1550#,59.963052, 30.309849
Санкт-Петербург Большая Разночинная ул 19,Код: *478#,59.960534, 30.288559
Санкт-Петербург Большая Разночинная ул 23 п1,Код: 67в890,59.960908, 30.287427
Санкт-Петербург Большая Разночинная ул 6в,Код: в2941в,59.958399, 30.292027
Санкт-Петербург Большая Разночинная ул 7,Код: #3005,59.959156, 30.292018
Санкт-Петербург Большеохтинский пр 11к1,Код: 166в3480,59.949154, 30.410119
Санкт-Петербург Большеохтинский пр 11к1 п1,Код: 1в1958 17в4011 14в2435 32в2356 31в3237,59.948708, 30.410892
Санкт-Петербург Большеохтинский пр 11к1 п6,Код: 186в3500 188в6140 166в3480,59.949573, 30.410308
Санкт-Петербург Большеохтинский пр 14,Код: #888888,59.954457, 30.409832
Санкт-Петербург Большеохтинский пр 14 п3,Код: #8888,59.954656, 30.409706
Санкт-Петербург Большеохтинский пр 15к2,Код: в00998в,59.950700, 30.411682
Санкт-Петербург Большеохтинский пр 15к2 п1,Код: в00998в,59.950659, 30.410964
Санкт-Петербург Большеохтинский пр 15к2 п3,Код: 104,59.950632, 30.411566
Санкт-Петербург Большеохтинский пр 15к2 п5,Код: в00998в,59.950655, 30.412383
Санкт-Петербург Большеохтинский пр 15к3,Код: 15в32 в7777в,59.951132, 30.411530
Санкт-Петербург Большеохтинский пр 1к1,Код: 9876в,59.945071, 30.410434
Санкт-Петербург Большеохтинский пр 1к1 п5,Код: 09876,59.945738, 30.410470
Санкт-Петербург Большеохтинский пр 27 п2,Код: 0123 0123,59.953948, 30.411278
Санкт-Петербург Большеохтинский пр 27 п6,Код: 0123,59.954565, 30.410937
Санкт-Петербург Большеохтинский пр 6,Код: 38,59.950001, 30.409275
Санкт-Петербург Большеохтинский пр 6 п2,Код: 459,59.949834, 30.409095
Санкт-Петербург Большеохтинский пр 6 п3,Код: 38,59.950208, 30.409140
Санкт-Петербург Большой В.О. пр 47 п3,Код: #1945,59.937193, 30.273863
Санкт-Петербург Большой Казачий пер 11 п6,Код: #1478,59.922368, 30.328319
Санкт-Петербург Большой Казачий пер 7,Арка: 9870в,59.923365, 30.327609
Санкт-Петербург Большой Казачий пер 8,Код: #423,59.922702, 30.327950
Санкт-Петербург Большой Казачий пер 9 п5,Арка: 98220 Код: 42,59.923414, 30.326369
Санкт-Петербург Большой Казачий пер 9 п8,Код: 98220в 378,59.923360, 30.326863
Санкт-Петербург Большой Сампсониевский пр 108 п1,Код: 2003в,59.995372, 30.330295
Санкт-Петербург Большой Сампсониевский пр 14 п2,Код: 8300,59.958624, 30.344488
Санкт-Петербург Большой Сампсониевский пр 17 п3,Код: 12в345 12#345,59.963710, 30.344857
Санкт-Петербург Большой Сампсониевский пр 18б,Код: 1234,59.959935, 30.343518
Санкт-Петербург Большой Сампсониевский пр 25,Код: #423,59.965232, 30.344111
Санкт-Петербург Большой Сампсониевский пр 25 п1,Код: #423,59.965264, 30.343761
Санкт-Петербург Большой Сампсониевский пр 25 п2,Код: #423,59.965300, 30.344138
Санкт-Петербург Большой Сампсониевский пр 39,Код: 1612,59.967858, 30.342575
Санкт-Петербург Большой Сампсониевский пр 44,Код: 2002в,59.971114, 30.340275
Санкт-Петербург Большой Сампсониевский пр 44 п1,Код: 2002в,59.971114, 30.340275
Санкт-Петербург Большой Сампсониевский пр 70в,Арка: 702,59.980749, 30.334841
Санкт-Петербург Большой Сампсониевский пр 72,Код: 80,59.981712, 30.335083
Санкт-Петербург Большой Сампсониевский пр 74 п6,Код: 01234в,59.982775, 30.335380
Санкт-Петербург Большой Сампсониевский пр 76,Код: #538,59.983504, 30.334472
Санкт-Петербург Большой Сампсониевский пр 94 п1,Код: 44,59.988410, 30.332128
Санкт-Петербург Большой Сампсониевский пр 98,Код: 128,59.989742, 30.332640
Санкт-Петербург Большой Смоленский пр 12,Код: 15,59.897749, 30.414539
Санкт-Петербург Большой Смоленский пр 30к2 п1,Код: 3в198 33в083 3#198,59.896346, 30.412482
Санкт-Петербург Большой проезд Васильевского острова Д.47,Кв.24 Вход В Арку С 13 Линии Арка: *#1945,59.937224, 30.274384
Санкт-Петербург Большой пр Васильевского острова 22 п3,Код: 459,59.938306, 30.282603
Санкт-Петербург Большой пр Васильевского острова 24,Арка: *#1954,59.938374, 30.282011
Санкт-Петербург Большой пр Васильевского острова 24 п1,Код: #1954,59.938374, 30.282011
Санкт-Петербург Большой пр Васильевского острова 24,Код: *#1954,59.938374, 30.282011
Санкт-Петербург Большой пр Васильевского острова 29 п4,Код: в6973,59.939181, 30.280852
Санкт-Петербург Большой пр Васильевского острова 39/14,Арка: #1439,59.937896, 30.276827
Санкт-Петербург Большой пр Васильевского острова 41 п1,Код: 29в272 48в5854,59.937743, 30.276010
Санкт-Петербург Большой пр Васильевского острова 41 п2,Код: 36в279 41в284,59.937797, 30.276198
Санкт-Петербург Большой пр Васильевского острова 41 п3,Код: 48в5854,59.937851, 30.276387
Санкт-Петербург Большой пр Васильевского острова 41,Код: 30в273,59.937675, 30.276010
Санкт-Петербург Большой пр Васильевского острова 47,Арка: #3575 Код: 20200,59.937224, 30.274384
Санкт-Петербург Большой пр Васильевского острова 47 п1,Арка: *#3575 Код: #3575 *#1945,59.937332, 30.274573
Санкт-Петербург Большой пр Васильевского острова 47 п3,Код: #3575,59.937193, 30.273863
Санкт-Петербург Большой пр Васильевского острова 5,Код: *1960#,59.941349, 30.288434
Санкт-Петербург Большой пр Васильевского острова 50 п1,Код: #2089,59.934781, 30.269362
Санкт-Петербург Большой пр Васильевского острова 56,Код: #1234,59.934091, 30.267305
Санкт-Петербург Большой пр Васильевского острова 5Б п2,Код: *1960#,59.941578, 30.288146
Санкт-Петербург Большой пр Васильевского острова 6 п1,Код: в41в1410,59.940677, 30.289538
Санкт-Петербург Большой пр Васильевского острова 62 п4,Код: 1234,59.933275, 30.264179
Санкт-Петербург Большой пр Васильевского острова 63/17 п1,Код: *#6310,59.935322, 30.268177
Санкт-Петербург Большой пр Васильевского острова 76Б п10,Код: #2988,59.930083, 30.254989
Санкт-Петербург Большой пр Васильевского острова 76Б п8,Код: 12в345 12#345,59.930196, 30.255376
Санкт-Петербург Большой пр Васильевского острова 90 п1,Код: 2в02602в,59.929136, 30.249249
Санкт-Петербург Большой пр Васильевского острова 91 п1,Код: #3579,59.928686, 30.246347
Санкт-Петербург Большой пр Васильевского острова 91 п6,Код: #3579,59.928496, 30.245880
Санкт-Петербург Большой пр Петроградской Стороны 104,Код: 22104в,59.967255, 30.313434
Санкт-Петербург Большой пр Петроградской Стороны 13/4,Код: #1597,59.955291, 30.295485
Санкт-Петербург Большой пр Петроградской Стороны 13/4 п1,Код: #1597,59.955124, 30.295225
Санкт-Петербург Большой пр Петроградской Стороны 17,Арка: #2468 Код: #2468,59.955885, 30.296402
Санкт-Петербург Большой пр Петроградской Стороны 19,Арка: 1905,59.956219, 30.296941
Санкт-Петербург Большой пр Петроградской Стороны 28/1,Код: 12#345,59.956899, 30.297156
Санкт-Петербург Большой пр Петроградской Стороны 28/1 п5,Код: 12#345,59.957309, 30.296788
Санкт-Петербург Большой пр Петроградской Стороны 31 п1,Арка: 3121 Код п5: 106вв,59.958746, 30.301064
Санкт-Петербург Большой пр Петроградской Стороны 32,Код: #8558 #4230,59.957669, 30.298495
Санкт-Петербург Большой пр Петроградской Стороны 38-40 п16,Арка: *#3840,59.958552, 30.299851
Санкт-Петербург Большой пр Петроградской Стороны 38-40 п6,Арка: *#3840,59.958629, 30.299375
Санкт-Петербург Большой пр Петроградской Стороны 44,Код: 2,59.959251, 30.301028
Санкт-Петербург Большой пр Петроградской Стороны 45,Код: в0517в,59.961021, 30.304720
Санкт-Петербург Большой пр Петроградской Стороны 46/1,Код: #1234 #1235,59.959575, 30.301531
Санкт-Петербург Большой пр Петроградской Стороны 49/18 п1,Код: в0517в,59.961561, 30.305978
Санкт-Петербург Большой пр Петроградской Стороны 51/9,Код: 38 5 п4:41453,59.961949, 30.306211
Санкт-Петербург Большой пр Петроградской Стороны 63б п2,Арка: *14375#,59.963480, 30.309265
Санкт-Петербург Большой пр Петроградской Стороны 65 п1,Код: 63564,59.963850, 30.309131
Санкт-Петербург Большой пр Петроградской Стороны 69 п2,Код: 98220,59.964390, 30.310002
Санкт-Петербург Большой пр Петроградской Стороны 70-72,Код: 4550,59.962926, 30.306921
Санкт-Петербург Большой пр Петроградской Стороны 74 п1,Код: *#1083,59.963287, 30.307550
Санкт-Петербург Большой пр Петроградской Стороны 74 п3,Код: #1083,59.963359, 30.306651
Санкт-Петербург Большой пр Петроградской Стороны 76-78,Арка: 1903,59.963665, 30.308143
Санкт-Петербург Большой пр Петроградской Стороны 76-78 п8,Арка: 1903,59.963796, 30.307649
Санкт-Петербург Большой пр Петроградской Стороны 98 п2,Код: #12,59.966376, 30.312859
Санкт-Петербург Большой пр Петроградской стороны 13/4 п1,Код: #1597,59.955124, 30.295225
Санкт-Петербург Большой пр Петроградской стороны 28/1 п5,Код: 12в345,59.957309, 30.296788
Санкт-Петербург Большой пр Петроградской стороны 46/1 п1,Код: #1234,59.959625, 30.300857
Санкт-Петербург Большой пр Петроградской стороны 7/4 п1,Код: 2*5432,59.954088, 30.293518
Санкт-Петербург Боровая ул 104к,Арка: 365,59.909152, 30.341075
Санкт-Петербург Боровая ул 11-13,Код: 9873в,59.920907, 30.347363
Санкт-Петербург Боровая ул 16/2,Код: *#9633,59.920803, 30.348010
Санкт-Петербург Боровая ул 18/1,Код: 2580# 77777,59.920496, 30.347830
Санкт-Петербург Боровая ул 19а,Арка: 19в1в Код: 19в2в, 59.919491, 30.346474
Санкт-Петербург Боровая ул 19б п2,Код: 58790, 59.919085, 30.345728
Санкт-Петербург Боровая ул 20,Код: 100,59.920158, 30.347713
Санкт-Петербург Боровая ул 21 п3,Код: 77438,59.918954, 30.346384
Санкт-Петербург Боровая ул 23/21,Арка: 8407#,59.918652, 30.346096
Санкт-Петербург Боровая ул 26-28 п9,Код: 876 09876в,59.918868, 30.346815
Санкт-Петербург Боровая ул 26-28 п3,Арка: #1947 Код: #1947,59.919428, 30.347004
Санкт-Петербург Боровая ул 26-28 п5,Код: 4961 4295,59.919351, 30.347866
Санкт-Петербург Боровая ул 42,Код: 02504,59.915499, 30.345495
Санкт-Петербург Боровая ул 46б п1,Код: *777#111,59.914940, 30.344956
Санкт-Петербург Боровая ул 58В п5,Код: #294,59.913505, 30.344497
Санкт-Петербург Боровая ул 94 п1,Код: 248,59.910208, 30.340778
Санкт-Петербург Бородинская ул 13,Арка: 24680,59.924226, 30.333772
Санкт-Петербург Бородинская ул 13 п3,Код: #2046,59.924086, 30.333987
Санкт-Петербург Бородинская ул 13 п6,Арка: 24680,59.924226, 30.333259
Санкт-Петербург Бородинская ул 13б,Арка: 24680,59.923951, 30.333807
Санкт-Петербург Бородинская ул 15 п4,Арка: 01521в4,59.923649, 30.334679
Санкт-Петербург Боткинская ул 1,Код: 167 8,59.957845, 30.355637
Санкт-Петербург Боткинская ул 15к1 п1,Код: 12в345,59.958814, 30.351028
Санкт-Петербург Боткинская ул 15к1 п2,Код: 12в345,59.959034, 30.350615
Санкт-Петербург Боткинская ул 15к1 п5,Код: 12в345,59.959102, 30.349411
Санкт-Петербург Боткинская ул 1б,Код: 167,59.958224, 30.355681
Санкт-Петербург Боткинская ул 1в,Код: 167 105,59.958597, 30.356113
Санкт-Петербург Брестский бульвар 11/36 п4,Код: 163в2140 164в6601 180в8393,59.853781, 30.196545
Санкт-Петербург Брестский бульвар 13,Код: 12345,59.852655, 30.195422
Санкт-Петербург Бронетанковая ул 11к1 п4,Код: 60438в,59.742964, 30.089942
Санкт-Петербург Бронницкая ул 10 п1,Код: #423,59.742964, 30.089942
Санкт-Петербург Бронницкая ул 12,Код: 2156,59.915797, 30.321483
Санкт-Петербург Бронницкая ул 13,Код: 9131в,59.915797, 30.321483
Санкт-Петербург Бронницкая ул 18,Код: 203,59.914534, 30.322767
Санкт-Петербург Бронницкая ул 31 п2,Арка: 2460,59.912129, 30.324429
Санкт-Петербург Бронницкая ул 5,Код: 2156в,59.916293, 30.320234
Санкт-Петербург Брюсовская ул 11к2,Код: 5556,59.987956, 30.420145
Санкт-Петербург Брюсовская ул 11к2 п1,Код: 5556,59.987920, 30.420306
Санкт-Петербург Будапештская ул 104к1 п10,Код: в410в1254,59.833954, 30.404550
Санкт-Петербург Будапештская ул 104к1 п12,Код: в520в1254 в520в1254,59.833918, 30.405340
Санкт-Петербург Будапештская ул 104к1 п5,Код: в260в1254 в260в1254,59.833253, 30.403337
Санкт-Петербург Будапештская ул 110/23 п17,Код: 20200,59.829522, 30.408682
Санкт-Петербург Будапештская ул 114,Арка: 6вв,59.827211, 30.411027
Санкт-Петербург Будапештская ул 114 п5,Арка: 114 Код: 7,59.827049, 30.410155
Санкт-Петербург Будапештская ул 114 п9,Код: 58709,59.827528, 30.411548
Санкт-Петербург Будапештская ул 12б п1,Код: 02345в,59.871599, 30.372399
Санкт-Петербург Будапештская ул 23к5,Код: #2398,59.861367, 30.371689
Санкт-Петербург Будапештская ул 23к5 п1,Код: 17в,59.861422, 30.371797
Санкт-Петербург Будапештская ул 27к3 п6,Код: в76в4633,59.860613, 30.373432
Санкт-Петербург Будапештская ул 36к1 п6,Код: в181в5702,59.862312, 30.377169
Санкт-Петербург Будапештская ул 37 п2,Код: в16в4633,59.858006, 30.375103
Санкт-Петербург Будапештская ул 39 п7,Код: 12в345 *12#345,59.857870, 30.377537
Санкт-Петербург Будапештская ул 42к3 п1,Код: в6в4568,59.859614, 30.381230
Санкт-Петербург Будапештская ул 42к3 п4,Код: 74,59.859289, 30.379568
Санкт-Петербург Будапештская ул 42к3к42к3 п4,Код: 74,59.859402, 30.380394
Санкт-Петербург Будапештская ул 61 п9,Код: 324в777 324#777,59.850310, 30.381670
Санкт-Петербург Будапештская ул 71к4 п1,Код: 20200,59.843964, 30.388057
Санкт-Петербург Будапештская ул 72к1,Код: в45вв,59.847227, 30.389009
Санкт-Петербург Будапештская ул 72к3 п7,Код: 98220,59.846427, 30.391758
Санкт-Петербург Будапештская ул 74к1 п12,Код: 67в890,59.844569, 30.391659
Санкт-Петербург Будапештская ул 77 п1,Код: в41в1410 в41в1410,59.841667, 30.392674
Санкт-Петербург Будапештская ул 87к1,Код: 80вв,59.833660, 30.400633
Санкт-Петербург Будапештская ул 91к2 п2,Код: #423,59.831517, 30.399178
Санкт-Петербург Бухарестская ул 112 п2,Код: #2,59.850256, 30.405125
Санкт-Петербург Бухарестская ул 146к3 п3,Код: 3вв,59.832408, 30.422480
Санкт-Петербург Бухарестская ул 15 п4,Код: #423,59.887241, 30.361754
Санкт-Петербург Бухарестская ул 23к2 п1,Код: 77709в,59.873934, 30.374555
Санкт-Петербург Бухарестская ул 35к4 п5,Код: в0614633,59.862583, 30.384526
Санкт-Петербург Бухарестская ул 37к1,Код: в110в1254,59.862732, 30.386610
Санкт-Петербург Бухарестская ул 45 п1,Код: 2587,59.860152, 30.389359
Санкт-Петербург Бухарестская ул 49,Код: #9415,59.857861, 30.392602
Санкт-Петербург Бухарестская ул 49 п9,Код: 333,59.858028, 30.392270
Санкт-Петербург Бухарестская ул 67к1 п7,Код: в320в1254,59.852818, 30.397471
Санкт-Петербург Бухарестская ул 67к3 п3,Код: в31в4633,59.852895, 30.395845
Санкт-Петербург Валдайская ул 4к2 п2,Код: 9876#,59.802961, 30.379631
Санкт-Петербург Валдайская ул 4к2 п3,Код: 9876,59.802535, 30.379433
Санкт-Петербург Валдайская ул 4к2 п4,Код: 9865#в,59.802237, 30.379550
Санкт-Петербург Валдайская ул 6к2 п2,Код: 9876в,59.802979, 30.378355
Санкт-Петербург Валдайская ул 6к2 п5,Код: 09876в,59.802323, 30.377484
Санкт-Петербург Валдайская ул 6к2 п6,Код: в09876,59.802047, 30.377591
Санкт-Петербург Варшавская ул 10,Код: 1953в,59.877317, 30.314368
Санкт-Петербург Варшавская ул 100,Код: #157,59.849980, 30.317081
Санкт-Петербург Варшавская ул 108 п7,Код: 226в5727,59.848728, 30.315724
Санкт-Петербург Варшавская ул 114 п2,Код: 20200,59.847508, 30.317072
Санкт-Петербург Варшавская ул 122 п1,Код: 196240,59.843909, 30.317512
Санкт-Петербург Варшавская ул 16,Код: #200,59.876698, 30.313721
Санкт-Петербург Варшавская ул 16 п3,Код: #200,59.876544, 30.313883
Санкт-Петербург Варшавская ул 23к1,Код: *248#,59.870655, 30.312544
Санкт-Петербург Варшавская ул 23к1 п3,Код: в145вв 00,59.871292, 30.312742
Санкт-Петербург Варшавская ул 23к1 п4,Код: *248#,59.871102, 30.312814
Санкт-Петербург Варшавская ул 23к1 п9,Код: *248#,59.870163, 30.312751
Санкт-Петербург Варшавская ул 24 п3,Код: #200,59.874946, 30.314961
Санкт-Петербург Варшавская ул 25 п1,Код: в1в4633,59.863802, 30.312257
Санкт-Петербург Варшавская ул 25 п2,Код: в21в4633,59.863979, 30.312248
Санкт-Петербург Варшавская ул 37к1 п10,Код: 189,59.860111, 30.313559
Санкт-Петербург Варшавская ул 37к1 п6,Код: *100,59.859379, 30.313335
Санкт-Петербург Варшавская ул 39к1 п3,Код: в41в4633 в41в4633,59.859659, 30.312374
Санкт-Петербург Варшавская ул 39к2 п1,Код: в1в4633 в1в4633,59.859994, 30.311547
Санкт-Петербург Варшавская ул 39к2 п4,Код: *#423,59.859479, 30.311574
Санкт-Петербург Варшавская ул 3Д п4,Код: в1в2,59.880360, 30.311556
Санкт-Петербург Варшавская ул 41к3 п5,Код: в81в5702,59.858467, 30.311242
Санкт-Петербург Варшавская ул 43 п1,Код: 3в39,59.858146, 30.313407
Санкт-Петербург Варшавская ул 43 п2,Код: 2в26 3в38,59.857965, 30.313425
Санкт-Петербург Варшавская ул 43 п3,Код: 3в43,59.857784, 30.313434
Санкт-Петербург Варшавская ул 45к3 п4,Код: в72в2874,59.856533, 30.311359
Санкт-Петербург Варшавская ул 58,Код: *827# #827# 827#,59.860012, 30.314709
Санкт-Петербург Варшавская ул 58 п2,Код: *021#,59.860441, 30.314808
Санкт-Петербург Варшавская ул 59 п1,Код: 1в3,59.852805, 30.313820
